phase angle (phi_L),L0,<thrust>,"<power,input>",efficiency,<|LES|>,Strouhal Number (St)
1.6659961041764055,0.9,0.006330097275192035,0.26504589941315954,0.023883022862106373,0.5371291658305883,0.07735987755982988
1.8087957702486688,0.9,-0.005534525018207037,0.2895758559696118,-0.01911252234643427,0.5474676755965332,0.07735987755982988
1.951595436320932,0.9,-0.015446531489011744,0.3160345403927358,-0.04887608636010594,0.5604838885707454,0.07735987755982988
2.0943951023931953,0.9,-0.023171637669304225,0.34384525441382396,-0.0673897265466306,0.5756702809703981,0.07735987755982988
0.5235987755982988,1.125,0.165226871728636,0.16571002546987884,0.9970843421218913,0.5707229009247853,0.07735987755982988
0.6663984416705622,1.125,0.14575200898823268,0.15973221629756965,0.9124772219819899,0.5514578928925967,0.07735987755982988
0.8091981077428254,1.125,0.12167866347245171,0.16020532683498145,0.7595169641130978,0.5336973218813195,0.07735987755982988
0.9519977738150888,1.125,0.10061082295832133,0.16389812826310957,0.6138619398801698,0.5199106354939238,0.07735987755982988
1.0947974398873521,1.125,0.07939016010904848,0.17399533401576545,0.45627752352172307,0.5103133295990757,0.07735987755982988
1.2375971059596154,1.125,0.05939716585532293,0.18767529605725572,0.3164889951056858,0.5054793117335926,0.07735987755982988
1.3803967720318786,1.125,0.03987697569123181,0.20616908257584976,0.1934187958398711,0.5055526440397826,0.07735987755982988
1.523196438104142,1.125,0.02206641873281672,0.22868682055523712,0.09649186900775854,0.5108782171970196,0.07735987755982988
1.6659961041764055,1.125,0.005416931636611945,0.255686166106941,0.02118586124188787,0.5208588023815286,0.07735987755982988
1.8087957702486688,1.125,-0.008736001353061707,0.28511847942338076,-0.030639898791299892,0.5348712714196134,0.07735987755982988
1.951595436320932,1.125,-0.019545619811593803,0.316067999262741,-0.06183992007158536,0.5523418821994488,0.07735987755982988
2.0943951023931953,1.125,-0.028227238011813413,0.34938615099220954,-0.0807909470127876,0.5721805791907202,0.07735987755982988
0.5235987755982988,1.35,0.19029315986063708,0.16843497315504605,1.1297722574840223,0.5732445948512215,0.07735987755982988
0.6663984416705622,1.35,0.16814514960713733,0.16293952003475104,1.0319482319039364,0.5507021834399277,0.07735987755982988
0.8091981077428254,1.35,0.14736349033023047,0.15987350464700026,0.9217505468189252,0.5307374855179906,0.07735987755982988
0.9519977738150888,1.35,0.12704529707100307,0.16148212358277456,0.7867452709456139,0.5145984007576121,0.07735987755982988
1.0947974398873521,1.35,0.1000548025077668,0.17248010230593078,0.5800947539461564,0.5015456500376325,0.07735987755982988
1.2375971059596154,1.35,0.07814013614921672,0.18544544480272102,0.4213645486538809,0.4955589184158577,0.07735987755982988
1.3803967720318786,1.35,0.05759197106045332,0.20337763425083422,0.2831775051007955,0.49638358168994473,0.07735987755982988
1.523196438104142,1.35,0.04099984205331172,0.2240246534427052,0.18301486654814766,0.5036156593441974,0.07735987755982988
1.6659961041764055,1.35,0.014200542090299853,0.25901869161454916,0.054824391250620476,0.5161459045313511,0.07735987755982988
1.8087957702486688,1.35,-0.0035447556782227277,0.29348779608858505,-0.01207803433554966,0.5348304609009472,0.07735987755982988
1.951595436320932,1.35,-0.015293812328754637,0.32795153717218567,-0.04663436695747173,0.5569993063675021,0.07735987755982988
2.0943951023931953,1.35,-0.022614666152847136,0.3649046756725339,-0.06197417479282063,0.582352676099956,0.07735987755982988
0.5235987755982988,1.575,0.2290193612974837,0.18764899569389124,1.2204667573658603,0.5911625412660306,0.07735987755982988
0.6663984416705622,1.575,0.20329791564059876,0.17743723902169983,1.1457454859052236,0.5634975755021474,0.07735987755982988
0.8091981077428254,1.575,0.1725746954861179,0.17424832187398415,0.9903951649584516,0.5352084455768773,0.07735987755982988
0.9519977738150888,1.575,0.1420904438220865,0.17739594032679207,0.8009791180132582,0.5124253138636841,0.07735987755982988
1.0947974398873521,1.575,0.1159719809824259,0.18460088969169564,0.6282308886815888,0.49681669706302134,0.07735987755982988
1.2375971059596154,1.575,0.09107058640763957,0.19867156309567105,0.45839769410675135,0.4894034169324536,0.07735987755982988
1.3803967720318786,1.575,0.0645122211982506,0.21891446606708848,0.2946914489354952,0.4909887984181983,0.07735987755982988
1.523196438104142,1.575,0.038775975714366695,0.24869323178899017,0.15591890231764377,0.5018562135842181,0.07735987755982988
1.6659961041764055,1.575,0.01920611261732712,0.28069582663426496,0.06842322113449835,0.5205780684670477,0.07735987755982988
1.8087957702486688,1.575,0.0030563494905568277,0.31557865367760385,0.009684905664371088,0.5439990020637175,0.07735987755982988
1.951595436320932,1.575,-0.008331820130192133,0.35439862074778805,-0.023509741975326622,0.5714350981467454,0.07735987755982988
2.0943951023931953,1.575,-0.016709202419659376,0.3962961259134992,-0.04216342610249626,0.601427835663029,0.07735987755982988
0.5235987755982988,1.8,0.26722956806911197,0.2230636722992941,1.1979968110206605,0.6164236333564354,0.07735987755982988
0.6663984416705622,1.8,0.23594638687964767,0.20803673541739973,1.1341573227740318,0.5809119902477253,0.07735987755982988
0.8091981077428254,1.8,0.2044587642703055,0.2008280758023125,1.0180785901248535,0.5503122826430339,0.07735987755982988
0.9519977738150888,1.8,0.17622610500656807,0.19713846742406527,0.8939204372908482,0.5233689181370073,0.07735987755982988
1.0947974398873521,1.8,0.14385310969346415,0.20313004758425648,0.7081823265649323,0.5014857649435723,0.07735987755982988
1.2375971059596154,1.8,0.12418528535858528,0.21340597752278523,0.5819203698046653,0.4940403571694746,0.07735987755982988
1.3803967720318786,1.8,0.0931215569974877,0.23316850910362985,0.3993745011085548,0.4953137899762227,0.07735987755982988
1.523196438104142,1.8,0.07090593129167347,0.25657652270941717,0.27635393348898557,0.5114670599149876,0.07735987755982988
1.6659961041764055,1.8,0.047619460146423875,0.2918088588544123,0.16318716413671977,0.5351406705246785,0.07735987755982988
1.8087957702486688,1.8,0.02477504718371098,0.3344778130669021,0.07407082388079202,0.5631321246821679,0.07735987755982988
1.951595436320932,1.8,0.012307614680197906,0.3775035872125497,0.03260264298698763,0.5950966961974233,0.07735987755982988
2.0943951023931953,1.8,0.004971007504453558,0.42196257890821387,0.011780683294986832,0.6293545344287751,0.07735987755982988
