phi,L0,thrust,power,efficiency,LE sigma magnitude
1.6156762218461793,1.5,4.175036829328453,6.657411376013545,0.6271261596318032,4.069609690743675
1.7951958020513104,0.0,2.1235245249226447,8.116898620880361,0.26161772175643194,2.6175794584184433
1.7951958020513104,0.5,2.216840593947636,4.078562773871348,0.5435347490908969,2.4387021554826624
1.7951958020513104,1.0,2.805098819944612,3.373095389257487,0.8316096926515004,3.0621173532378068
1.7951958020513104,1.5,3.3405575879197356,6.779693950224676,0.49272985070499103,4.194475233568496
1.9747153822564414,0.0,2.1235245249226447,8.116898620880361,0.26161772175643194,2.6175794584184433
1.9747153822564414,0.5,2.03225664208673,4.398725202290398,0.4620103663280766,2.4757617862538965
1.9747153822564414,1.0,2.232564688055883,3.519467000101678,0.6343473849851082,3.0269835504829277
1.9747153822564414,1.5,2.432770738775693,7.493085351712249,0.3246687612092633,4.486483171923765
2.1542349624615724,0.0,2.1235245249226447,8.116898620880361,0.26161772175643194,2.6175794584184433
2.1542349624615724,0.5,1.854561862448211,4.867466545674973,0.38101173270437716,2.5090044301651835
2.1542349624615724,1.0,1.9360863785999987,3.6365169436482434,0.5324013083403013,3.1051456656560417
2.1542349624615724,1.5,1.6670156482921918,7.8208784683714105,0.2131494121835299,4.14887903058384
2.3337545426667035,0.0,2.1235245249226447,8.116898620880361,0.26161772175643194,2.6175794584184433
2.3337545426667035,0.5,1.677440607775851,5.549135417628221,0.30228864165885017,2.553246754488043
2.3337545426667035,1.0,1.614271638161558,4.011708818334589,0.40239003159548925,3.1604617249206552
2.3337545426667035,1.5,1.1285381900036162,9.049981528905567,0.12470060700113857,4.3157670271556645
2.5132741228718345,0.0,2.1235245249226447,8.116898620880361,0.26161772175643194,2.6175794584184433
2.5132741228718345,0.5,1.4990531098830986,6.532730306918357,0.22946808446930014,2.619943903901394
2.5132741228718345,1.0,1.2728171447000676,5.23228318634695,0.24326228137294625,3.4513085567414636
2.5132741228718345,1.5,0.4014370838998391,11.372885551627826,0.03529773355033724,4.407775314096284
2.6927937030769655,0.0,2.1235245249226447,8.116898620880361,0.26161772175643194,2.6175794584184433
2.6927937030769655,0.5,1.3240449383580077,7.911743320583413,0.16735185719604115,2.724860932061913
2.6927937030769655,1.0,0.8558459790713899,7.234519252798937,0.11830032503407531,3.56464972518171
2.6927937030769655,1.5,-0.48873742671614046,14.660669796124875,0.033336636969023344,4.576875133718526
2.8723132832820966,0.0,2.1235245249226447,8.116898620880361,0.26161772175643194,2.6175794584184433
2.8723132832820966,0.5,1.0757459235257412,9.753909851063531,0.1102886883261942,2.8879521034252784
2.8723132832820966,1.0,0.5345811986017436,8.763040164953422,0.06100407946773174,3.692540980925637
2.8723132832820966,1.5,-0.8093634151060939,17.209706400247125,0.047029472571041175,4.516519508328987
3.0518328634872276,0.0,2.1235245249226447,8.116898620880361,0.26161772175643194,2.6175794584184433
3.0518328634872276,0.5,0.981459032192869,11.018571564583722,0.08907316401587924,3.0361055459863997
3.0518328634872276,1.0,0.21742825201960406,13.970222881098348,0.01556369242424783,3.7505375724404044
3.0518328634872276,1.5,-0.6470857897722126,23.303415429973594,0.02776785195786839,6.831128294273349
3.2313524436923586,0.0,2.1235245249226447,8.116898620880361,0.26161772175643194,2.6175794584184433
3.2313524436923586,0.5,0.9620635669084883,12.466546145609586,0.07717162040484675,3.2010823560494828
3.2313524436923586,1.0,0.09135282693820174,15.969485679357868,0.005720461433287376,3.9278410847945646
3.2313524436923586,1.5,-1.5662840972870988,27.91703539236375,0.056104957968263716,4.898789663080197
3.4108720238974897,0.0,2.1235245249226447,8.116898620880361,0.26161772175643194,2.6175794584184433
3.4108720238974897,0.5,1.0233761906413785,13.557837176850994,0.07548225998677119,3.2795421919692833
3.4108720238974897,1.0,0.003235910029521007,19.726599146514538,0.000164037906660295,4.054663212403467
3.4108720238974897,1.5,-1.87689303151468,33.899129974985684,0.055366997114664813,5.416718133155081
3.5903916041026207,0.0,2.1235245249226447,8.116898620880361,0.26161772175643194,2.6175794584184433
3.5903916041026207,0.5,1.3493491267281188,14.332905741396523,0.09414344523531662,3.544736624658518
3.5903916041026207,1.0,0.8279467723626804,23.882489397186752,0.03466752391650632,12.115433182662946
3.5903916041026207,1.5,-1.7505733707055802,44.89005384516158,0.038996909576981126,9.343612086381427
3.7699111843077517,0.0,2.1235245249226447,8.116898620880361,0.26161772175643194,2.6175794584184433
