phase angle (phi_L),reduced frequency f*,<thrust>,"<power,input>",efficiency,<|LES|>,Strouhal Number (St)
0.0,0.8,3.7693507567576896,5.79735858323148,0.6501841662270669,1.6959100052297142,0.30943951023931954
0.5711986642890533,0.8,3.6176379136392796,3.814932976463521,0.9482834786242731,1.509038639422021,0.30943951023931954
1.1423973285781066,0.8,3.2032972518195244,3.211374511527638,0.9974847967189379,1.3875420419154372,0.30943951023931954
1.7135959928671598,0.8,2.697217121399908,2.853166639549715,0.9453416018580609,1.2585102539134183,0.30943951023931954
2.284794657156213,0.8,2.823109243439413,-1.5744129894081642,-1.7931186178161835,1.2945524150714212,0.30943951023931954
2.8559933214452666,0.8,2.6105985104925287,-0.4165043228660739,-6.267878548122443,1.5723497506526782,0.30943951023931954
3.4271919857343196,0.8,3.9941285910056594,-1.7599977075475548,-2.2693942008431502,2.188843985023053,0.30943951023931954
3.998390650023373,0.8,3.2029796434832236,8.196797944217922,0.3907598632149555,2.2151336558534975,0.30943951023931954
4.569589314312426,0.8,3.0608786833694217,7.219536806403474,0.4239716155549661,1.9873583578873675,0.30943951023931954
5.140787978601479,0.8,3.660582448362746,7.719840945209274,0.474178480404367,1.9693935509829728,0.30943951023931954
5.711986642890533,0.8,3.7360010386238667,5.306976862919695,0.7039791457783862,1.7665604178909713,0.30943951023931954
6.283185307179586,0.8,3.76935063811547,5.79735834787098,0.6501841721582943,1.6959100154250375,0.30943951023931954
0.0,0.2,0.20291980169688248,0.5138844596730108,0.3948743688921867,0.7689557965627637,0.07735987755982988
0.5711986642890533,0.2,0.30342307473780494,0.4156731861393544,0.7299558519901315,0.8081669992814592,0.07735987755982988
1.1423973285781066,0.2,0.26662103811939314,0.329129787102074,0.8100787244659359,0.7616505260887456,0.07735987755982988
1.7135959928671598,0.2,0.13694070230043676,0.3538756903292449,0.3869740308327694,0.6758788216124223,0.07735987755982988
2.284794657156213,0.2,0.06498604580558676,0.4601346023091966,0.14123268599981986,0.6462870624582889,0.07735987755982988
2.8559933214452666,0.2,0.13138309485539743,0.525429744786538,0.25004883366238306,0.718322537123711,0.07735987755982988
3.4271919857343196,0.2,0.25909329565229144,0.47175345447776373,0.5492133511541756,0.7928878054746799,0.07735987755982988
3.998390650023373,0.2,0.2982431471623456,0.36291936718567697,0.8217890091540867,0.7893486445706456,0.07735987755982988
4.569589314312426,0.2,0.20118663124969235,0.32663868152216674,0.6159302086089249,0.7154041146787986,0.07735987755982988
5.140787978601479,0.2,0.08441354297573331,0.4043720553547617,0.20875216736150584,0.6473578963063978,0.07735987755982988
5.711986642890533,0.2,0.08378746525746072,0.506187754751215,0.1655264562822963,0.6769102473995748,0.07735987755982988
6.283185307179586,0.2,0.20291980169688395,0.5138844596730122,0.3948743688921884,0.7689557965627657,0.07735987755982988
0.0,0.4,0.8295003066972051,1.8621807075294758,0.4454456559147202,1.1314062457044316,0.15471975511965977
0.5711986642890533,0.4,1.1932272023447075,1.5085444527795804,0.7909791455903851,1.2699780122211441,0.15471975511965977
1.1423973285781066,0.4,1.1255342681327665,1.03492934346411,1.0875469666029414,1.1923724923943733,0.15471975511965977
1.7135959928671598,0.4,0.6799015716889047,0.8863068809738515,0.767117559712327,0.9548001509900792,0.15471975511965977
2.284794657156213,0.4,0.40029168771931595,1.2427591685248986,0.32209916278022305,0.8055256073436913,0.15471975511965977
2.8559933214452666,0.4,0.5780990524619797,1.7830620787115057,0.32421700812555637,0.9738962556244238,0.15471975511965977
3.4271919857343196,0.4,1.0026728707744454,1.7627894502383186,0.5687989967485284,1.2002070324305425,0.15471975511965977
3.998390650023373,0.4,1.1804307263866147,1.2682651595208587,0.9307444247956577,1.2343371724720889,0.15471975511965977
4.569589314312426,0.4,0.8959261389340777,0.8991397172332634,0.996425941110605,1.0636305576934955,0.15471975511965977
5.140787978601479,0.4,0.49941879843805315,1.024711694757159,0.48737493774422835,0.8470530499498501,0.15471975511965977
5.711986642890533,0.4,0.4407785907196707,1.5470306208866085,0.2849191119869747,0.8640704232335511,0.15471975511965977
6.283185307179586,0.4,0.8271144627282473,1.8641832840316872,0.44368730790217087,1.1312788305460704,0.15471975511965977
0.0,0.6000000000000001,1.7374567723787582,5.034463388882868,0.3451126044963244,1.5193650436230919,0.23207963267948967
0.5711986642890533,0.6000000000000001,2.5345729842090816,4.411421297964926,0.5745479320640559,1.7761897911396647,0.23207963267948967
1.1423973285781066,0.6000000000000001,2.4788765485144713,3.254525647985263,0.7616706139799627,1.695181787198438,0.23207963267948967
1.7135959928671598,0.6000000000000001,1.6618944905285737,2.474426176683978,0.6716282369578339,1.3386850548488156,0.23207963267948967
2.284794657156213,0.6000000000000001,1.0198505917290153,2.2993831914641025,0.4435322461758271,1.0096308105077088,0.23207963267948967
2.8559933214452666,0.6000000000000001,1.2140285379689482,4.582679941738896,0.26491671978040987,1.240114892653251,0.23207963267948967
3.4271919857343196,0.6000000000000001,2.048136232703073,4.864608237356607,0.4210279909027198,1.6017892663922366,0.23207963267948967
3.998390650023373,0.6000000000000001,2.5155158338741397,3.8885282309806515,0.6469069232499179,1.721689585273571,0.23207963267948967
4.569589314312426,0.6000000000000001,2.0575627175488824,2.6622418260890335,0.7728684514627828,1.485433936191068,0.23207963267948967
5.140787978601479,0.6000000000000001,1.2964902005232797,2.3770072698809006,0.5454296320213778,1.1409619155761122,0.23207963267948967
5.711986642890533,0.6000000000000001,1.0252924112804582,3.478534299705247,0.2947483977281282,1.0824923971904836,0.23207963267948967
6.283185307179586,0.6000000000000001,1.7356644795158385,5.052583523539172,0.3435201954464795,1.520255915114918,0.23207963267948967
0.0,0.8,2.782237243477596,10.696293815626628,0.2601122679907052,1.8787091548456514,0.30943951023931954
0.5711986642890533,0.8,4.083684613572577,9.956798715982373,0.4101403202032759,2.226197247422285,0.30943951023931954
1.1423973285781066,0.8,4.0738216686260476,7.789576659496083,0.5229837058808261,2.149127626584864,0.30943951023931954
1.7135959928671598,0.8,3.0238058316096836,4.215813479040848,0.7172532292148842,1.6899436958553269,0.30943951023931954
2.284794657156213,0.8,1.8990623521175682,3.9621579698862366,0.47930000937648004,1.2579844028238876,0.30943951023931954
2.8559933214452666,0.8,1.9786149965891562,9.098320757881934,0.21747034966590612,1.5024218452012479,0.30943951023931954
3.4271919857343196,0.8,3.4285942554167153,11.22211899886129,0.30552111020785067,2.0681711102259013,0.30943951023931954
3.998390650023373,0.8,4.2077349777629705,8.46162835206649,0.49727248736176904,2.169456715166829,0.30943951023931954
4.569589314312426,0.8,3.653451098492923,5.96225988389993,0.6127628063242341,1.9221452969641417,0.30943951023931954
